EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
-293.123	-339.051	3.174	2.411	2.527	4.279	10.180
-292.793	-339.118	3.177	2.380	2.474	4.301	10.227
-292.847	-339.538	3.206	2.367	2.497	4.272	10.223
-293.715	-339.304	3.211	2.341	2.472	4.298	10.253
-292.816	-339.619	3.230	2.348	2.425	4.238	10.116
-292.753	-339.471	3.224	2.366	2.443	4.275	10.182
-293.223	-338.787	3.257	2.349	2.426	4.267	10.173
-292.029	-339.019	3.246	2.283	2.370	4.266	10.186
-293.108	-339.408	3.267	2.315	2.367	4.264	10.156
-291.896	-338.590	3.275	2.334	2.428	4.242	10.177
-292.897	-338.563	3.315	2.266	2.351	4.276	10.242
-292.915	-339.091	3.318	2.248	2.315	4.266	10.236
-291.760	-338.382	3.316	2.269	2.344	4.278	10.232
-293.087	-339.236	3.335	2.253	2.320	4.278	10.238
-292.207	-339.177	3.353	2.284	2.328	4.254	10.163
-293.264	-339.203	3.369	2.219	2.261	4.210	10.083
-293.281	-339.218	3.368	2.245	2.292	4.244	10.142
-292.747	-338.622	3.385	2.192	2.234	4.257	10.198
-292.975	-339.001	3.379	2.245	2.350	4.240	10.151
-292.762	-338.982	3.378	2.234	2.259	4.212	10.105
-292.472	-338.848	3.414	2.224	2.261	4.225	10.102
-292.141	-338.695	3.401	2.218	2.242	4.229	10.131
-292.301	-338.600	3.440	2.189	2.214	4.191	10.027
-293.083	-338.903	3.425	2.195	2.230	4.209	10.082
-292.642	-338.569	3.470	2.180	2.197	4.214	10.097
-292.326	-338.642	3.489	2.156	2.169	4.212	10.119
-292.211	-338.809	3.479	2.191	2.212	4.230	10.135
-292.843	-339.270	3.488	2.144	2.153	4.220	10.116
-292.771	-339.119	3.490	2.147	2.164	4.218	10.122
-292.638	-338.607	3.493	2.169	2.179	4.216	10.113
-292.733	-339.255	3.495	2.195	2.193	4.253	10.210
-292.510	-338.481	3.535	2.133	2.130	4.210	10.095
